Date,Open,High,Low,Close,Volume
2014-05-22 00:00:00-04:00,20.31789590877361,21.298759136492595,18.907319933019796,19.523862838745117,84449700
2014-05-23 00:00:00-04:00,19.85081604154186,19.85081604154186,18.627072116227023,18.77653694152832,20890300
2014-05-27 00:00:00-04:00,18.944686642599102,21.466907082573112,18.916661317731325,21.457565307617188,15338100
2014-05-28 00:00:00-04:00,21.466907693364117,23.634149655483746,21.298759302895967,23.14838981628418,16783000
2014-05-29 00:00:00-04:00,23.391270764229674,23.998471903118585,22.64394477795286,23.72756576538086,8525900
2014-05-30 00:00:00-04:00,23.6061234668683,23.877027790901774,22.223572960653108,23.353900909423828,6302800
2014-06-02 00:00:00-04:00,23.727565987008447,23.764933088463966,22.485138371795845,22.980241775512695,3808800
2014-06-03 00:00:00-04:00,22.578553551767513,23.587442092782403,22.44777226478306,23.44731903076172,3388500
2014-06-04 00:00:00-04:00,23.34456162065689,23.615467755293963,22.830776458653276,22.924192428588867,2990800
2014-06-05 00:00:00-04:00,23.167070016412392,24.988675080801514,22.980239869911788,24.082544326782227,7933500
2014-06-06 00:00:00-04:00,24.755137803786354,25.259582976542966,24.577647637620718,24.829870223999023,4317500
2014-06-09 00:00:00-04:00,25.22221429823123,27.174600658672258,24.829868671210512,26.55805778503418,10659800
2014-06-10 00:00:00-04:00,26.9223786865848,26.959745786065746,25.876124845777603,26.483325958251953,5617200
2014-06-11 00:00:00-04:00,26.249786457068694,27.548262850605987,26.249786457068694,27.090526580810547,6555600
2014-06-12 00:00:00-04:00,27.641679349948753,27.65102112483055,24.6056720020584,25.38102149963379,9159600
2014-06-13 00:00:00-04:00,25.857441613008234,26.343203221646927,25.343654679415287,25.9601993560791,5161800
2014-06-16 00:00:00-04:00,25.427728690112897,25.633244174780383,24.643037414636666,25.119457244873047,6160000
2014-06-17 00:00:00-04:00,25.427729112407857,25.642586375561358,24.876576855437598,25.23996353149414,3652000
2014-06-18 00:00:00-04:00,25.633244583847016,26.053613771285406,24.31608458936953,24.773820877075195,5278300
2014-06-19 00:00:00-04:00,25.222216158942473,25.222216158942473,24.101228061396,24.129253387451172,3716900
2014-06-20 00:00:00-04:00,24.054519029642968,24.260032725549532,23.279169555491922,23.774272918701172,7613400
2014-06-23 00:00:00-04:00,23.456660592332863,24.71776992080382,23.447318817381646,24.633697509765625,5590900
2014-06-24 00:00:00-04:00,24.764479130979115,25.539828644818023,24.764479130979115,25.25958251953125,5737700
2014-06-25 00:00:00-04:00,25.455753668352163,25.54916963449655,24.70842950271976,25.28760528564453,1923600
2014-06-26 00:00:00-04:00,25.352995964931917,26.483325771604996,25.044724523432233,26.436616897583008,3622300
2014-06-27 00:00:00-04:00,26.492667345192576,26.623448627938117,25.88546445984807,26.165712356567383,3066300
2014-06-30 00:00:00-04:00,26.315178291958386,26.651475069415177,25.857442001398542,26.63279151916504,3986200
2014-07-01 00:00:00-04:00,27.090527749673637,29.164353715283507,26.959746461735417,27.735095977783203,12626000
2014-07-02 00:00:00-04:00,28.39834499231186,28.40768676709318,26.623448764372622,27.053159713745117,6108200
2014-07-03 00:00:00-04:00,27.352091757101924,27.417482400233787,25.717318551759753,25.9601993560791,4398200
2014-07-07 00:00:00-04:00,26.16571413207924,26.83830592267485,25.642587183838216,25.810733795166016,3826200
2014-07-08 00:00:00-04:00,26.23110171406412,26.23110171406412,24.110567060917578,24.727109909057617,6454700
2014-07-09 00:00:00-04:00,25.306290800324376,25.36233967165881,24.334767527799613,24.624357223510742,4549900
2014-07-10 00:00:00-04:00,24.129252600635702,25.965803168975036,23.615467445374783,25.87612533569336,4717600
2014-07-11 00:00:00-04:00,25.698635257616903,26.06295557684199,25.082092356576876,25.25958251953125,3315400
2014-07-14 00:00:00-04:00,25.81073140251855,26.37122540027132,25.68929189752341,26.193737030029297,2850400
2014-07-15 00:00:00-04:00,26.34320288409359,26.530033036110446,25.922831923973256,26.352542877197266,3427000
2014-07-16 00:00:00-04:00,26.62344918996327,27.370773366801547,26.436617254873013,27.19328498840332,3785400
2014-07-17 00:00:00-04:00,26.922379183597,27.4548478887007,25.689293386143913,25.745342254638672,3749200
2014-07-18 00:00:00-04:00,25.91349160817417,26.464643883915212,25.68929434407363,25.988224029541016,1993900
2014-07-21 00:00:00-04:00,25.84809959423282,26.77291392786391,25.84809959423282,26.660816192626953,2098800
2014-07-22 00:00:00-04:00,26.941062261560795,27.44550563269643,26.623449042720758,26.83830451965332,2304200
2014-07-23 00:00:00-04:00,26.987769350632817,27.146575960031875,25.97888082673331,26.04427146911621,2476900
2014-07-24 00:00:00-04:00,26.156370551166646,27.30538211561303,26.062954585703068,27.13723373413086,2733300
2014-07-25 00:00:00-04:00,27.183943805799103,27.53892235209177,26.623449770076782,27.118553161621094,3872000
2014-07-28 00:00:00-04:00,27.333408071505694,28.351638376893046,27.15591791119891,27.548263549804688,5040700
