Date,Open,High,Low,Close,Volume
2014-01-02 00:00:00-05:00,12.388999938964844,12.517999649047852,12.236000061035156,12.352999687194824,751000
2014-01-03 00:00:00-05:00,12.366999626159668,12.402999877929688,12.270999908447266,12.326000213623047,747000
2014-01-06 00:00:00-05:00,12.350000381469727,12.416999816894531,12.109999656677246,12.144000053405762,508000
2014-01-07 00:00:00-05:00,12.166999816894531,12.364999771118164,12.144000053405762,12.295999526977539,840000
2014-01-08 00:00:00-05:00,12.284000396728516,12.347000122070312,12.178999900817871,12.244000434875488,645000
2014-01-09 00:00:00-05:00,12.263999938964844,12.277999877929688,12.055000305175781,12.126999855041504,913000
2014-01-10 00:00:00-05:00,12.12399959564209,12.343999862670898,12.069000244140625,12.307000160217285,387000
2014-01-13 00:00:00-05:00,12.262999534606934,12.385000228881836,12.062999725341797,12.11400032043457,908000
2014-01-14 00:00:00-05:00,12.140000343322754,12.40999984741211,12.140000343322754,12.362000465393066,323000
2014-01-15 00:00:00-05:00,12.380000114440918,12.5,12.354000091552734,12.404000282287598,371000
2014-01-16 00:00:00-05:00,12.36400032043457,12.432000160217285,12.187999725341797,12.284000396728516,531000
2014-01-17 00:00:00-05:00,12.251999855041504,12.72599983215332,12.119000434875488,12.293000221252441,337000
2014-01-21 00:00:00-05:00,12.27400016784668,12.468000411987305,12.199999809265137,12.390000343322754,324000
2014-01-22 00:00:00-05:00,12.395000457763672,12.395000457763672,12.234999656677246,12.234999656677246,333000
2014-01-23 00:00:00-05:00,12.10200023651123,12.215999603271484,12.050000190734863,12.190999984741211,751000
2014-01-24 00:00:00-05:00,12.149999618530273,12.199999809265137,11.687999725341797,11.911999702453613,674000
2014-01-27 00:00:00-05:00,11.890999794006348,11.890999794006348,11.388999938964844,11.625,721000
2014-01-28 00:00:00-05:00,13.015999794006348,13.399999618530273,12.5,12.598999977111816,4077000
2014-01-29 00:00:00-05:00,12.378000259399414,12.67300033569336,12.020000457763672,12.102999687194824,1768000
2014-01-30 00:00:00-05:00,12.21399974822998,12.670999526977539,12.21399974822998,12.562999725341797,1099000
2014-01-31 00:00:00-05:00,12.333999633789062,12.63700008392334,12.300000190734863,12.569999694824219,1093000
2014-02-03 00:00:00-05:00,12.553999900817871,12.600000381469727,12.071000099182129,12.340999603271484,1100000
2014-02-04 00:00:00-05:00,12.385000228881836,12.527999877929688,12.350000381469727,12.409000396728516,705000
