Date,PLTR
2020-09-30,9.5
2020-10-31,9.804545445875688
2020-11-30,17.49850001335144
2020-12-31,26.32636373693293
2021-01-31,28.570526524593955
2021-02-28,30.30894711143092
2021-03-31,24.096956501836363
2021-04-30,23.289523987543014
2021-05-31,20.75749988555908
2021-06-30,25.126818136735395
2021-07-31,22.53714288984026
2021-08-31,23.992727279663086
2021-09-30,26.659523827689036
2021-10-31,24.338571366809663
2021-11-30,23.211904707409087
2021-12-31,18.886666434151785
