Date,COIN
2021-04-30,310.83231060321515
2021-05-31,256.7255012512207
2021-06-30,231.99136352539062
2021-07-31,236.20714314778647
2021-08-31,255.86090850830078
2021-09-30,245.93238321940103
2021-10-31,278.74571446010043
2021-11-30,332.6309552873884
2021-12-31,262.721427554176
