US_Fed_Rate,European_Central_Bank_Rate,China_Central_Bank_Rate,crypto_Solana,crypto_Bitcoin,crypto_Cardano,crypto_XRP,crypto_Ethereum,crypto_Dogecoin,stock_BABA,stock_MSTR,stock_COIN,stock_TSLA,stock_PDD,stock_PLTR,stock_BIDU,stock_JD,US_Fed_Rate_change,European_Central_Bank_Rate_change,China_Central_Bank_Rate_change,crypto_Solana_change,crypto_Bitcoin_change,crypto_Cardano_change,crypto_XRP_change,crypto_Ethereum_change,crypto_Dogecoin_change,stock_BABA_change,stock_MSTR_change,stock_COIN_change,stock_TSLA_change,stock_PDD_change,stock_PLTR_change,stock_BIDU_change,stock_JD_change
2.125,0.0,4.6,0.0,9078.51,0.21,0.74,631.73,393.5833,170.98963729194972,14.155739203743313,0.0,22.08095650050951,19.255652220352836,0.0,223.8034800653872,31.456285725469176,0.0,-0.25,0.2999999999999998,0.0,-370.89999999999964,-0.17,-0.24,-243.06999999999994,-180.96640000000002,-12.099827168150767,0.7604535065329081,0.0,1.2826392724647278,-4.841848103896432,0.0,-34.97461717814889,-3.490495251325836
2.375,0.0,4.6,0.0,7998.43,0.23,0.68,516.65,425.8699,157.31656606573807,14.629578991940146,0.0,19.343192853425677,23.85473683005885,0.0,222.18736909565172,24.762020512631064,0.25,-0.25,0.0,0.0,-1080.08,0.020000000000000018,-0.05999999999999994,-115.08000000000004,32.286599999999964,-13.673071226211647,0.4738397881968339,0.0,-2.7377636470838347,4.599084609706015,0.0,-1.6161109697354732,-6.694265212838111
2.375,0.0,4.6,0.0,8469.65,0.27,0.72,679.12,433.5,142.01891758130944,12.805652079374894,0.0,18.999536431354024,20.633043703825575,0.0,198.94956439474353,22.018465871396273,0.0,-0.25,0.0,0.0,471.21999999999935,0.04000000000000001,0.039999999999999925,162.47000000000003,7.630100000000027,-15.297648484428635,-1.823926912565252,0.0,-0.34365642207165337,-3.2216931262332764,0.0,-23.237804700908185,-2.743554641234791
2.375,0.0,4.6,0.0,6805.9,0.17,0.56,521.71,305.3308,145.87465050106957,12.65547616141183,0.0,22.96634919302804,20.69285692487444,0.0,186.95904686337423,20.68132682073684,0.0,-0.25,0.0,0.0,-1663.75,-0.1,-0.15999999999999992,-157.40999999999997,-128.1692,3.855732919760129,-0.15017591796306462,0.0,3.966812761674017,0.05981322104886644,0.0,-11.990517531369306,-1.3371390506594345
2.375,0.0,4.6,0.0,7122.22,0.15,0.46,463.7,295.5918,140.27520390560753,12.50036846963983,0.0,22.940631464908,22.05368413423237,0.0,170.93315686677633,19.791818418000872,0.0,-0.25,0.0,0.0,316.3200000000006,-0.020000000000000018,-0.10000000000000003,-58.01000000000005,-9.739000000000033,-5.599446595462041,-0.15510769177200068,0.0,-0.02571772812003914,1.3608272093579288,0.0,-16.025889996597897,-0.8895084027359665
2.375,0.0,4.6,0.0,6713.5,0.11,0.35,324.29,258.714,146.71117146809897,13.342523801894416,0.0,21.232952481224423,25.83142852783203,0.0,165.3990478515625,21.24982743036179,0.0,-0.25,0.0,0.0,-408.72000000000025,-0.039999999999999994,-0.11000000000000004,-139.40999999999997,-36.87779999999998,6.435967562491442,0.8421553322545865,0.0,-1.7076789836835786,3.7777443935996615,0.0,-5.534109015213829,1.4580090123609182
2.375,0.0,4.35,0.0,6615.92,0.08,0.38,227.94,581.7183,166.53029672723068,13.791789506611073,0.0,20.515227970324062,28.30947374042712,0.0,169.85999900416323,23.36766985843056,0.0,-0.25,-0.25,0.0,-97.57999999999993,-0.03,0.030000000000000027,-96.35000000000002,323.0043,19.81912525913171,0.44926570471665705,0.0,-0.7177245109003607,2.478045212595088,0.0,4.460951152600728,2.1178424280687693
2.375,0.0,4.35,0.0,6493.26,0.08,0.47,210.56,487.0005,174.42257690429688,14.394285701570055,0.0,18.517142886207218,26.490476244971862,0.0,167.0761907668341,26.59142103649321,0.0,-0.25,0.0,0.0,-122.65999999999985,0.0,0.08999999999999997,-17.379999999999995,-94.71780000000001,7.892280177066198,0.6024961949589827,0.0,-1.9980850841168447,-1.8189974954552568,0.0,-2.78380823732914,3.223751178062649
2.375,0.0,4.35,0.0,5435.73,0.06,0.46,170.26,287.5733,178.9068618047805,14.788857323782784,0.0,17.777047566005162,22.822857266380673,0.0,172.4980941045852,28.15791184561593,0.0,-0.25,0.0,0.0,-1057.5300000000007,-0.020000000000000004,-0.009999999999999953,-40.30000000000001,-199.42719999999997,4.48428490048363,0.39457162221272846,0.0,-0.7400953202020553,-3.6676189785911895,0.0,5.421903337751104,1.5664908091227225
2.375,0.0,4.35,0.0,3726.96,0.04,0.34,108.9,231.6,164.63038635253906,13.703363591974432,0.0,14.647697101939809,21.77318174188787,0.0,139.63999938964844,26.316452026367188,0.0,-0.25,0.0,0.0,-1708.7699999999995,-0.019999999999999997,-0.12,-61.359999999999985,-55.97330000000002,-14.276475452241442,-1.0854937318083522,0.0,-3.1293504640653538,-1.0496755244928018,0.0,-32.858094714936755,-1.841459819248744
2.375,0.0,4.35,0.0,3705.7,0.04,0.33,128.64,215.3973,156.08058700561523,13.870199871063232,0.0,14.247766637802124,20.29000005722046,0.0,113.88900032043458,26.130214881896972,0.0,-0.25,0.0,0.0,-21.26000000000022,0.0,-0.010000000000000009,19.73999999999998,-16.202699999999993,-8.549799346923834,0.16683627908880005,0.0,-0.3999304641376842,-1.4831816846674108,0.0,-25.75099906921386,-0.18623714447021555
2.125,0.0,4.35,0.0,3705.38,0.04,0.31,126.74,196.1022,167.5829412286932,12.681045575575396,0.0,16.158818244934082,20.507272807034575,0.0,114.61590888283467,28.985590414567422,-0.25,-0.25,0.0,0.0,-0.31999999999970896,0.0,-0.020000000000000018,-1.8999999999999915,-19.29509999999999,11.502354223077958,-1.1891542954878354,0.0,1.9110516071319577,0.21727274981411426,0.0,0.7269085624000979,2.8553755326704504
2.125,0.0,4.35,0.0,3972.64,0.05,0.31,137.28,203.5128,160.65765658291903,13.862818197770553,0.0,15.006848508661443,26.2004546252164,0.0,101.83045439286666,27.285001841458406,0.0,-0.25,0.0,0.0,267.25999999999976,0.010000000000000002,0.0,10.540000000000006,7.410599999999988,-6.9252846457741555,1.1817726221951563,0.0,-1.1519697362726387,5.693181818181824,0.0,-12.785454489968018,-1.700588573109016
1.875,0.05,4.25,0.0,5162.09,0.08,0.33,165.37,286.469,170.0235565185547,14.65169997215271,0.0,15.81743335723877,34.10499992370605,0.0,105.71350059509275,28.38947172164917,-0.25,-0.2,-0.09999999999999964,0.0,1189.4500000000003,0.03,0.020000000000000018,28.090000000000003,82.9562,9.365899935635667,0.7888817743821566,0.0,0.8105848485773262,7.904545298489655,0.0,3.8830462022260974,1.1044698801907629
1.625,0.1,4.15,0.0,7257.18,0.08,0.36,218.6,288.6858,165.63394231381625,14.541260802227518,0.0,17.756985581439473,35.163043727045476,0.0,103.79956552256708,28.03768025273862,-0.25,0.05,-0.09999999999999964,0.0,2095.09,0.0,0.02999999999999997,53.22999999999999,2.216799999999978,-4.38961420473845,-0.11043916992519165,0.0,1.9395522242007033,1.058043803339423,0.0,-1.9139350725256747,-0.35179146891054813
1.625,0.1,4.15,0.0,9379.12,0.09,0.43,274.27,321.0578,180.13106155395508,15.444999980926514,0.0,22.553333377838136,39.56749992370605,0.0,116.49600067138672,30.667411041259765,0.0,0.0,0.0,0.0,2121.9400000000005,0.009999999999999995,0.07,55.66999999999999,32.372000000000014,14.49711924013883,0.9037391786989968,0.0,4.796347796398663,4.4044561966605755,0.0,12.696435148819646,2.629730788521144
1.625,0.1,4.15,0.0,10669.29,0.07,0.34,249.07,315.5418,199.2914726620629,14.737285659426735,0.0,25.179650897071475,37.58904793148949,0.0,121.82190559023904,31.944579987298873,0.0,0.0,0.0,0.0,1290.17,-0.01999999999999999,-0.08999999999999997,-25.19999999999999,-5.515999999999963,19.16041110810781,-0.707714321499779,0.0,2.6263175192333392,-1.9784519922165629,0.0,5.325904918852316,1.277168946039108
1.625,0.1,4.05,0.0,10637.17,0.05,0.29,200.3,277.3765,211.01333908807663,14.568190574645996,0.0,35.243936357044035,38.67904735746838,0.0,134.93999953497024,36.55975614275251,0.0,0.0,-0.10000000000000053,0.0,-32.1200000000008,-0.020000000000000004,-0.050000000000000044,-48.76999999999998,-38.1653,11.721866426013747,-0.1690950847807393,0.0,10.06428545997256,1.0899994259788883,0.0,13.1180939447312,4.615176155453639
0.125,0.1,3.85,0.0,9823.23,0.05,0.26,185.68,246.6187,208.28308346396997,14.758315789072135,0.0,53.163122277510794,35.60105233443411,0.0,130.25789642333984,37.78759805779709,-1.5,0.0,-0.19999999999999973,0.0,-813.9400000000005,0.0,-0.02999999999999997,-14.620000000000005,-30.75780000000003,-2.730255624106661,0.19012521442613917,0.0,17.91918592046676,-3.077995023034269,0.0,-4.682103111630397,1.2278419150445785
0.125,0.0,3.85,0.0,8405.32,0.04,0.28,179.24,252.1987,186.76925173672765,11.622181849046187,0.0,37.27342466874556,35.200908487493344,0.0,102.03181838989258,37.65668227455833,0.0,-0.1,0.0,0.0,-1417.9099999999999,-0.010000000000000002,0.020000000000000018,-6.439999999999998,5.5800000000000125,-21.51383172724232,-3.136133940025948,0.0,-15.889697608765232,-0.40014384694076455,0.0,-28.226078033447266,-0.13091578323876263
0.125,0.0,3.85,0.0,8397.2,0.04,0.26,174.06,256.1041,194.9042213076637,12.29609525771368,0.0,44.2399050394694,44.493333180745445,0.0,100.4971426100958,40.598870231991725,0.0,-0.1,0.0,0.0,-8.119999999998981,0.0,-0.020000000000000018,-5.180000000000007,3.9054000000000144,8.13496957093605,0.6739134086674934,0.0,6.966480370723836,9.292424693252102,0.0,-1.5346757797967712,2.942187957433397
0.125,0.0,3.85,0.0,7291.69,0.04,0.21,138.35,214.8113,195.78388137817385,12.118699884414672,0.0,53.295033073425294,58.035000038146975,0.0,101.93149948120116,45.75683498382568,0.0,-0.1,0.0,0.0,-1105.5100000000011,0.0,-0.05000000000000002,-35.71000000000001,-41.29280000000003,0.8796600705101412,-0.17739537329900834,0.0,9.055128033955896,13.54166685740153,0.0,1.4343568711053507,5.157964751833951
0.125,-0.5,3.85,0.0,8350.38,0.04,0.22,155.96,233.4279,211.86856772682884,12.09259102561257,0.0,64.2361516085538,77.0527274391868,0.0,117.75772753628816,55.08378947864879,0.0,-0.6,0.0,0.0,1058.6899999999996,0.0,0.010000000000000009,17.610000000000014,18.616600000000005,16.084686348654998,-0.02610885880210212,0.0,10.941118535128503,19.01772740103982,0.0,15.826228055087,9.326954494823113
0.125,-0.5,3.85,0.0,9637.88,0.06,0.27,237.68,269.7234,239.5420351895419,11.907681811939586,0.0,97.3427276611328,85.79045521129261,0.0,123.9081812771884,58.49770545959473,0.0,0.0,0.0,0.0,1287.5,0.019999999999999997,0.05000000000000002,81.72,36.29550000000003,27.673467462713063,-0.1849092136729844,0.0,33.106576052579,8.737727772105814,0.0,6.150453740900247,3.413915980945937
0.125,-0.5,3.85,0.0,6904.26,0.03,0.18,161.78,195.643,256.47286914643786,13.78176198686872,0.0,120.01990472702752,90.02761840820312,0.0,124.49333263578868,65.1226913815453,0.0,0.0,0.0,0.0,-2733.619999999999,-0.03,-0.09000000000000002,-75.9,-74.08040000000003,16.930833956895952,1.8740801749291336,0.0,22.677177065894725,4.237163196910515,0.0,0.585151358600271,6.624985921950568
0.125,-0.5,3.85,0.68,7193.21,0.04,0.19,170.85,204.3675,268.03699457077755,14.957952317737398,0.0,137.83174532935732,81.33523813883464,9.5,123.33142889113654,71.41356622605096,0.0,0.0,0.0,0.0,288.9499999999998,0.010000000000000002,0.010000000000000009,9.069999999999993,8.724500000000006,11.564125424339693,1.1761903308686783,0.0,17.811840602329795,-8.692380269368485,0.0,-1.161903744652136,6.290874844505666
0.125,-0.5,3.85,0.61,9250.24,0.05,0.21,207.64,252.3081,292.66775790127843,16.48295441540805,0.0,142.40318090265447,83.04227343472567,9.804545445875688,129.81590860540217,75.20551230690695,0.0,0.0,0.0,-0.07000000000000006,2057.0299999999997,0.010000000000000002,0.01999999999999999,36.78999999999999,47.94059999999999,24.630763330500884,1.5250020976706509,0.0,4.571435573297151,1.707035295891032,0.30454544587568755,6.484479714265632,3.7919460808559933
0.125,-0.5,3.85,0.66,9484.57,0.08,0.19,236.03,249.0423,265.4301467895508,21.1873498916626,0.0,155.20416564941405,126.25650024414062,17.49850001335144,140.1345001220703,81.14406929016113,0.0,0.0,0.0,0.050000000000000044,234.32999999999993,0.03,-0.01999999999999999,28.390000000000015,-3.2657999999999845,-27.23761111172763,4.70439547625455,0.0,12.800984746759582,43.21422680941495,7.6939545674757515,10.318591516668135,5.938556983254173
0.125,-0.5,3.85,1.07,9554.06,0.12,0.2,257.46,317.481,246.02088026566935,32.18168206648393,0.0,212.9395446777344,150.02545374090022,26.32636373693293,174.8686384721236,77.99693957242098,0.0,0.0,0.0,0.41000000000000003,69.48999999999978,0.039999999999999994,0.010000000000000009,21.42999999999998,68.43869999999998,-19.409266523881456,10.99433217482133,0.0,57.73537902832035,23.768953496759593,8.82786372358149,34.734138350053286,-3.1471297177401425
0.125,-0.5,3.85,3.01,11643.16,0.13,0.29,400.39,343.8917,237.44964760228208,53.93363129465204,0.0,276.25894727204974,171.95157824064557,28.570526524593955,236.9968414306641,85.44332644813939,0.0,0.0,0.0,1.9399999999999997,2089.1000000000004,0.010000000000000009,0.08999999999999997,142.93,26.41070000000002,-8.571232663387264,21.751949228168108,0.0,63.319402594315335,21.926124499745356,2.2441627876610255,62.1282029585405,7.446386875718403
0.125,-0.5,3.85,3.16,10666.22,0.1,0.25,368.9,278.652,251.7833589252673,87.49036849172492,0.0,264.7564906070107,190.0836848208779,30.30894711143092,293.8631591796875,91.6820152684262,0.0,0.0,0.0,0.15000000000000036,-976.9400000000005,-0.03,-0.03999999999999998,-31.49000000000001,-65.23970000000003,14.33371132298521,33.556737197072884,0.0,-11.502456665039062,18.132106580232318,1.7384205868369662,56.86631774902341,6.238688820286811
0.125,-0.5,3.85,2.16,11836.3,0.1,0.25,375.72,262.4577,224.9576581872028,70.51582634967306,0.0,218.93420211128569,148.6600000132685,24.096956501836363,253.85391169009,80.83415487538214,0.0,0.0,0.0,-1.0,1170.08,0.0,0.0,6.82000000000005,-16.1943,-26.825700738064484,-16.97454214205186,0.0,-45.82228849572499,-41.42368480760939,-6.211990609594558,-40.0092474895975,-10.847860393044058
0.125,-0.5,3.85,1.97,16526.48,0.12,0.36,481.58,299.1203,224.70210702078683,68.55490475609189,310.83231060321515,236.53936476934524,136.77523803710938,23.289523987543017,216.52714175269716,73.53765905471076,0.0,0.0,0.0,-0.19000000000000017,4690.18,0.01999999999999999,0.10999999999999999,105.85999999999996,36.6626,-0.25555116641598374,-1.9609215935811761,0.0,17.605162658059555,-11.884761976159126,-0.8074325142933461,-37.32676993739284,-7.296495820671382
0.125,-0.5,3.85,1.64,21811.93,0.16,0.48,619.61,379.5987,209.51534729003907,52.73264980316162,256.7255012512207,205.58433532714844,126.36299896240234,20.75749988555908,191.20800170898437,67.75294036865235,0.0,0.0,0.0,-0.33000000000000007,5285.450000000001,0.04000000000000001,0.12,138.03000000000003,80.47840000000002,-15.186759730747752,-15.822254952930265,-54.10680935199446,-30.955029442196803,-10.412239074707031,-2.532024101983936,-25.319140043712792,-5.784718686058412
0.125,-0.5,3.85,3.22,34581.71,0.31,0.28,1189.16,1243.1162,209.4805401888761,56.01336375149813,231.99136352539065,208.97318337180397,126.77863589200106,25.126818136735395,192.4500004161488,69.51862473921342,0.0,0.0,0.0,1.5800000000000003,12769.779999999999,0.15,-0.19999999999999996,569.5500000000001,863.5174999999999,-0.03480710116298269,3.280713948336512,-24.73413772583004,3.388848044655532,0.415636929598719,4.369318251176313,1.2419987071644414,1.7656843705610754
0.125,-0.5,3.85,9.46,46022.39,0.84,0.49,1692.56,5580.9197,199.40736389160156,59.3558098929269,236.20714314778647,219.71158781505767,104.35999879382904,22.53714288984026,178.12047613234748,68.34152712140765,0.0,0.0,0.0,6.24,11440.68,0.53,0.20999999999999996,503.39999999999986,4337.8035,-10.073176297274529,3.3424461414287663,4.215779622395814,10.7384044432537,-22.418637098172027,-2.5896752468951334,-14.329524283801334,-1.1770976178057708
0.125,-0.5,3.85,14.76,54689.45,1.17,0.49,1726.05,5483.216,173.97135162353516,70.36709126559171,255.8609085083008,235.0810616233132,88.6236360723322,23.99272727966309,155.07000038840553,66.091120633212,0.0,0.0,0.0,5.299999999999999,8667.059999999998,0.32999999999999996,0.0,33.49000000000001,-97.70370000000003,-25.436012268066406,11.011281372664811,19.653765360514342,15.36947380825552,-15.736362721496832,1.4555843898228282,-23.050475743941945,-2.250406488195651
0.125,-0.5,3.85,30.94,57154.9,1.25,1.22,2278.52,18475.562,153.81262715657553,62.34628532046363,245.93238321940103,251.3174627394903,99.18714323497954,26.659523827689036,159.98619006928942,72.31680588495163,0.0,0.0,0.0,16.18,2465.4500000000044,0.08000000000000007,0.73,552.47,12992.346000000001,-20.158724466959626,-8.020805945128082,-9.928525288899777,16.23640111617712,10.56350716264734,2.666796548025946,4.916189680883889,6.225685251739634
0.125,-0.5,3.85,40.03,46689.67,1.64,1.28,3130.12,43890.8684,158.38060724167596,70.93237976800827,278.74571446010043,292.78301711309524,93.93904767717632,24.338571366809663,164.75333513532365,73.97404370989118,0.0,0.0,0.0,9.09,-10465.230000000003,0.3899999999999999,0.06000000000000005,851.5999999999999,25415.306399999998,4.56798008510043,8.586094447544646,32.8133312406994,41.46555437360493,-5.248095557803225,-2.320952460879372,4.767145066034232,1.6572378249395427
0.125,-0.5,3.85,35.58,35809.1,1.48,0.81,2337.91,30440.38,148.2462430681501,76.27023824055989,332.6309552873884,373.5541251046317,84.68904731387184,23.211904707409087,159.61809576125373,78.52916681198846,0.0,0.0,0.0,-4.450000000000003,-10880.57,-0.15999999999999992,-0.47,-792.21,-13450.488399999998,-10.134364173525853,5.337858472551616,53.88524082728799,80.77110799153644,-9.25000036330448,-1.126666659400577,-5.135239374069926,4.5551231020972835
0.125,-0.5,3.85,33.92,34247.19,1.4,0.67,2212.86,24316.6727,116.54262324741909,59.7077142624628,262.721427554176,339.028570265997,58.91952351161411,18.886666434151785,144.39571489606584,69.6226566859654,0.0,0.0,0.0,-1.6599999999999966,-1561.9099999999962,-0.08000000000000007,-0.14,-125.04999999999973,-6123.707300000002,-31.70361982073102,-16.56252397809709,-69.90952773321243,-34.52555483863466,-25.76952380225773,-4.325238273257302,-15.222380865187887,-8.906510126023065
